obsid,class,subclass,snrg,teff,logg,feh,ra,dec,z
993612097,STAR,G8,27.8799991607666,5211.2900390625,4.486999988555908,-0.1739999949932098,225.699171,28.238475,-0.000153873101226
1001605073,STAR,G2,24.13999938964844,5590.56982421875,3.963000059127808,-0.6859999895095825,198.748147,18.310297,6.537859735544771e-05
1009907152,STAR,G2,131.80999755859375,5771.7001953125,4.290999889373779,-0.4410000145435333,261.1733051,30.9381743,-0.0002101786958519
1010614043,STAR,G5,34.849998474121094,5084.4599609375,3.5420000553131104,0.1270000040531158,151.8266128,-1.4673819,-1.984710070246365e-05
1001907151,STAR,G2,113.91999816894533,5866.58984375,4.269000053405762,-0.2840000092983246,132.9034621,15.5798432,-0.0001187154994113
999402211,STAR,G8,37.93999862670898,5072.85009765625,4.525000095367432,-0.5320000052452087,177.290931,44.686549,-0.000172319196281
1001403212,STAR,G2,102.13999938964844,5810.669921875,4.34499979019165,-0.0920000001788139,170.290334,2.3510598,-2.6118099412997253e-05
950806135,STAR,G3,292.8399963378906,5951.27978515625,4.493000030517578,0.1710000038146972,134.5569119,17.1233646,4.242940121912397e-05
1017106166,STAR,G4,93.70999908447266,5479.64990234375,3.825999975204468,-0.1410000026226043,269.1028817,24.9093811,-0.0002519075933378
976206155,STAR,G5,91.91999816894533,5482.14013671875,4.35099983215332,-0.0209999997168779,205.765744,13.390986,-0.0001883969962364
988410189,STAR,G3,33.38999938964844,5600.18017578125,3.921000003814697,-0.3519999980926513,136.165735,51.859242,4.8032998165581375e-06
1009815099,STAR,G4,128.4499969482422,5315.56005859375,3.680000066757202,-0.4950000047683716,245.00782,33.587076,0.0001332589017692
1010009085,STAR,G2,51.810001373291016,5630.47021484375,3.8420000076293945,-0.7639999985694885,190.779727,31.80886,-0.0002995071990881
947401129,STAR,G3,33.84000015258789,5573.56005859375,4.419000148773193,-0.4320000112056732,3.780574,34.473008,2.3582999347127043e-05
989905107,STAR,G4,143.9499969482422,5644.259765625,4.249000072479248,0.1260000020265579,225.579487,53.28216,-0.0001767555950209
1002110175,STAR,G0,49.93999862670898,5206.97021484375,2.7799999713897705,-1.4989999532699585,172.65985,7.183311,0.0001340927992714
992316052,STAR,G9,19.399999618530277,5102.990234375,4.59499979019165,0.0610000006854534,199.92508,54.636342,-0.0001336925051873
948215149,STAR,G2,25.479999542236328,5919.66015625,4.201000213623047,-0.2840000092983246,57.069229,1.292374,4.953430106979795e-05
994111136,STAR,G6,87.41000366210938,5180.60009765625,3.486000061035156,-0.3700000047683716,100.6098227,25.5136202,-2.775249959086068e-05
977805250,STAR,G3,31.920000076293945,5540.89990234375,4.248000144958496,-0.3720000088214874,131.5812396,16.6309191,1.3876299817638936e-05
1010003232,STAR,G9,10.630000114440918,4927.66015625,4.527999877929688,0.1140000000596046,188.861973,29.921933,-4.723270103568211e-05
1000709201,STAR,G6,54.06999969482422,5551.3701171875,4.520999908447266,-0.1059999987483024,236.498157,4.514696,-7.038199782982701e-06
992803013,STAR,G2,91.43000030517578,5821.009765625,4.360000133514404,-0.3370000123977661,171.59886,-4.937901,-1.5744199117762037e-05
980007110,STAR,G7,12.229999542236328,5286.6201171875,4.459000110626221,0.0949999988079071,133.244973,19.458684,0.0003494750999379
951209001,STAR,G6,73.72000122070312,5448.7001953125,4.47599983215332,-0.0689999982714653,47.963372,18.119788,-0.0002016395010286
974812221,STAR,G3,54.380001068115234,5631.60009765625,4.081999778747559,-0.1969999969005584,222.978429,-1.068064,-6.97149007464759e-05
938713055,STAR,G8,153.05999755859375,5168.39990234375,3.724999904632568,-0.0419999994337558,21.5643349,2.102602,-0.0001556409988552
1016503217,STAR,G8,101.83000183105467,5228.16015625,4.629000186920166,-0.1190000027418136,190.664685,24.504157,9.573300303600265e-06
1000503173,STAR,G0,45.27999877929688,5767.35009765625,4.385000228881836,-0.7979999780654907,189.271291,45.924515,-0.000135527094244
947613235,STAR,G2,106.56999969482422,5774.7900390625,4.294000148773193,-0.3930000066757202,148.807439,23.242337,-2.62515004578745e-05
1016007058,STAR,G1,146.64999389648438,6010.169921875,4.426000118255615,-0.1159999966621398,295.4526721,43.1517485,-2.498399953765329e-05
963916032,STAR,G8,10.3100004196167,5081.490234375,4.546000003814697,-0.1110000014305114,188.312437,47.682336,-0.0001883969962364
999901115,STAR,G6,64.08000183105469,5116.64990234375,3.4749999046325684,-0.7129999995231628,136.727636,27.295818,0.0001722525048535
1001116163,STAR,G7,20.25,5336.740234375,4.572000026702881,-0.7059999704360962,211.708119,47.718145,-0.0001062067967723
1002005143,STAR,G2,104.86000061035156,5884.919921875,4.394000053405762,-0.1509999930858612,140.202541,46.061255,-1.3009000213060062e-05
975605195,STAR,G3,71.55999755859375,5770.8701171875,4.038000106811523,0.0750000029802322,221.074863,-3.716776,-0.0001046390971168
979015233,STAR,G3,37.90999984741211,5608.14013671875,4.163000106811523,-0.4160000085830688,180.102146,52.657889,0.0001396965963067
947508197,STAR,G8,109.6999969482422,5304.85986328125,4.650000095367432,-0.0719999969005584,29.130094,39.713581,-5.817359851789661e-05
1002106236,STAR,G8,64.83999633789062,5043.77001953125,4.6579999923706055,0.090999998152256,176.059619,7.397338,-9.006229811348021e-05
1017905145,STAR,G8,148.67999267578125,5083.5400390625,3.628999948501587,-0.2560000121593475,273.58658,38.03727,7.892130088293925e-05
966701098,STAR,G5,20.540000915527344,4785.60986328125,2.388000011444092,-0.5540000200271606,92.897772,21.344086,7.705300049565267e-06
948216074,STAR,G6,17.719999313354492,5488.02001953125,4.663000106811523,-0.3190000057220459,56.290242,1.984257,-0.0001666486059548
1001901018,STAR,G6,72.20999908447266,5087.509765625,3.3410000801086426,-0.656000018119812,132.3201269,15.8294747,0.0004481099895201
965908147,STAR,G8,13.630000114440918,4935.669921875,4.808000087738037,-0.4070000052452087,192.493399,51.002155,7.488510163966566e-05
1016104071,STAR,G2,263.9800109863281,5749.4501953125,4.375999927520752,-0.5920000076293945,274.6006258,30.6476557,-0.0002171169035136
975606112,STAR,G0,58.310001373291016,5835.27001953125,4.265999794006348,-0.4909999966621399,222.917297,-3.538273,-0.0002041078987531
948915230,STAR,G7,298.7099914550781,5034.759765625,3.2100000381469727,-0.2849999964237213,131.2149082,12.8586721,-4.399710087454878e-05
997814229,STAR,G8,12.3100004196167,5425.7998046875,4.656000137329102,-0.125,208.733466,13.000938,0.0001357271976303
1018104246,STAR,G3,69.41000366210938,5657.85009765625,4.050000190734863,-0.3980000019073486,212.551392,49.543122,-0.0002527082106098
948206095,STAR,G3,46.290000915527344,5692.009765625,4.427000045776367,-0.3580000102519989,58.843333,-0.042154,-4.776639980264008e-05
950502212,STAR,G8,14.920000076293944,5114.64990234375,3.565000057220459,-0.2119999974966049,55.787846,38.652608,-0.000289366900688
978607172,STAR,G3,24.36000061035156,5590.18994140625,4.3480000495910645,-0.531000018119812,53.379576,2.609563,-9.259740181732924e-05
980109225,STAR,G0,96.8499984741211,5816.39013671875,4.343999862670898,-0.5690000057220459,153.869619,36.967653,-3.775949880946428e-05
964409166,STAR,G0,27.71999931335449,5687.81982421875,4.007999897003174,-0.9210000038146972,130.816877,33.864978,5.7707002270035446e-06
939101052,STAR,G6,15.029999732971191,5558.52978515625,4.4070000648498535,-0.5730000138282776,99.968785,61.15259,-1.9780400180025023e-05
988916111,STAR,G8,31.290000915527344,5256.2998046875,4.703999996185303,-0.4269999861717224,225.560073,-0.530579,-2.701869925658684e-05
1017614202,STAR,G5,98.02999877929688,4828.1298828125,2.8410000801086426,-0.4740000069141388,283.6243009,40.6436895,-0.0001783234038157
